Date,Invoice Number,Sales Rep,Location,Status,Client Name,Client ID,Lead Source,Product ID,Product Name,Unit Price,Quantity,Gross Value,Discount,Revenue,VAT Rate,VAT Charged,Invoice Total,COGS per Unit,COGS,Shipping per Unit,Total Shipping,VAT on Shipping,VAT on Shipping Value,Profit,Profit Margin,Operating Profit,Operating Profit Margin,Margin Difference
16/07/2025,550,Mark,Brighton,Paid,Saturn Solutions,C022,Referral,P007,Keyboard Tray,£25.00,16,£400.00,9%,£364.00,20%,£72.80,£436.80,£14.00,£224.00,£7.00,£112.00,20%,£22.40,£140.00,38.50%,£28.00,7.70%,30.80%
16/08/2025,728,Dave,Sheffield,Shipping,AstroTech,C017,SEO,P004,Data Storage Device,£70.00,16,"£1,120.00",7%,"£1,041.60",20%,£208.32,"£1,249.92",£30.00,£480.00,£8.00,£128.00,20%,£25.60,£561.60,53.90%,£433.60,41.60%,12.30%
16/08/2025,787,Jack,Sheffield,Pending,Starlight Industries,C002,Content Outreach,P006,Monitor Stand,£40.00,1,£40.00,1%,£39.60,20%,£7.92,£47.52,£24.00,£24.00,£7.00,£7.00,20%,£1.40,£15.60,39.40%,£8.60,21.70%,17.70%
16/08/2025,826,Jack,Brighton,Shipping,Galactic Enterprises,C003,SEO,P006,Monitor Stand,£40.00,6,£240.00,5%,£228.00,20%,£45.60,£273.60,£24.00,£144.00,£7.00,£42.00,20%,£8.40,£84.00,36.80%,£42.00,18.40%,18.40%
16/09/2025,288,Alexandra,Leeds,Paid,Cosmos Creations,C020,Content Outreach,P008,Cable Management Tray,£20.00,16,£320.00,3%,£310.40,20%,£62.08,£372.48,£12.00,£192.00,£6.00,£96.00,20%,£19.20,£118.40,38.10%,£22.40,7.20%,30.90%
16/09/2025,312,Alexandra,Birmingham,Shipping,Aurora Enterprises,C010,Referral,P004,Data Storage Device,£70.00,2,£140.00,3%,£135.80,20%,£27.16,£162.96,£30.00,£60.00,£8.00,£16.00,20%,£3.20,£75.80,55.80%,£59.80,44.00%,11.80%
16/09/2025,517,Mark,Nottingham,Pending,Galactic Enterprises,C003,Referral,P001,Laptop,£220.00,4,£880.00,5%,£836.00,20%,£167.20,"£1,003.20",£140.00,£560.00,£15.00,£60.00,20%,£12.00,£276.00,33.00%,£216.00,25.80%,7.20%
16/09/2025,913,Dave,Brighton,Shipping,Saturn Solutions,C022,Events Outreach,P004,Data Storage Device,£70.00,2,£140.00,5%,£133.00,20%,£26.60,£159.60,£30.00,£60.00,£8.00,£16.00,20%,£3.20,£73.00,54.90%,£57.00,42.90%,12.00%
16/10/2025,21,Sarah,Sheffield,Shipping,Aurora Enterprises,C010,Social Media Outreach,P010,Standing Desk,£530.00,3,"£1,590.00",5%,"£1,510.50",20%,£302.10,"£1,812.60",£360.00,"£1,080.00",£60.00,£180.00,20%,£36.00,£430.50,28.50%,£250.50,16.60%,11.90%
16/11/2025,279,Jack,Newcastle,Pending,Nebula Technologies,C007,SEO,P006,Monitor Stand,£40.00,16,£640.00,7%,£595.20,20%,£119.04,£714.24,£24.00,£384.00,£7.00,£112.00,20%,£22.40,£211.20,35.50%,£99.20,16.70%,18.80%
16/11/2025,548,Dave,Brighton,Paid,Cosmic Creations,C008,Referral,P009,Ergonomic Chair,£190.00,9,"£1,710.00",5%,"£1,624.50",20%,£324.90,"£1,949.40",£115.00,"£1,035.00",£45.00,£405.00,20%,£81.00,£589.50,36.30%,£184.50,11.40%,24.90%
16/12/2025,353,Jack,Nottingham,Pending,AstroTech,C017,Referral,P006,Monitor Stand,£40.00,19,£760.00,1%,£752.40,20%,£150.48,£902.88,£24.00,£456.00,£7.00,£133.00,20%,£26.60,£296.40,39.40%,£163.40,21.70%,17.70%
16/12/2025,444,Sarah,Birmingham,Paid,Supernova Solutions,C014,SEO,P002,Server Key,£150.00,16,"£2,400.00",3%,"£2,328.00",20%,£465.60,"£2,793.60",£80.00,"£1,280.00", £-   , £-   ,0%, £-   ,"£1,048.00",45.00%,"£1,048.00",45.00%,0.00%
16/12/2025,700,Daniel,Leeds,Paid,AstroTech,C017,Events Outreach,P001,Laptop,£220.00,10,"£2,200.00",8%,"£2,024.00",20%,£404.80,"£2,428.80",£140.00,"£1,400.00",£15.00,£150.00,20%,£30.00,£624.00,30.80%,£474.00,23.40%,7.40%
16/12/2025,748,Sarah,London,Pending,Venus Ventures,C024,SEO,P004,Data Storage Device,£70.00,4,£280.00,10%,£252.00,20%,£50.40,£302.40,£30.00,£120.00,£8.00,£32.00,20%,£6.40,£132.00,52.40%,£100.00,39.70%,12.70%
17/01/2025,111,Daniel,Nottingham,Shipping,AstroTech,C017,Referral,P003,Network Switch,£130.00,4,£520.00,8%,£478.40,20%,£95.68,£574.08,£72.00,£288.00,£8.00,£32.00,20%,£6.40,£190.40,39.80%,£158.40,33.10%,6.70%
17/02/2025,417,Alexandra,Liverpool,Paid,Cosmic Creations,C008,SEO,P004,Data Storage Device,£70.00,14,£980.00,5%,£931.00,20%,£186.20,"£1,117.20",£30.00,£420.00,£8.00,£112.00,20%,£22.40,£511.00,54.90%,£399.00,42.90%,12.00%
17/02/2025,905,Mark,Brighton,Pending,Stellar Systems,C006,SEO,P003,Network Switch,£130.00,12,"£1,560.00",8%,"£1,435.20",20%,£287.04,"£1,722.24",£72.00,£864.00,£8.00,£96.00,20%,£19.20,£571.20,39.80%,£475.20,33.10%,6.70%
17/02/2025,937,Lucas,Brighton,Pending,Stellar Systems,C006,Website,P002,Server Key,£150.00,6,£900.00,10%,£810.00,20%,£162.00,£972.00,£80.00,£480.00, £-   , £-   ,0%, £-   ,£330.00,40.70%,£330.00,40.70%,0.00%
17/02/2025,1000,Sarah,Brighton,Paid,Comet Corporation,C016,SEO,P008,Cable Management Tray,£20.00,6,£120.00,5%,£114.00,20%,£22.80,£136.80,£12.00,£72.00,£6.00,£36.00,20%,£7.20,£42.00,36.80%,£6.00,5.30%,31.50%
17/03/2025,674,Mark,Newcastle,Shipping,Saturn Solutions,C022,Content Outreach,P002,Server Key,£150.00,12,"£1,800.00",9%,"£1,638.00",20%,£327.60,"£1,965.60",£80.00,£960.00, £-   , £-   ,0%, £-   ,£678.00,41.40%,£678.00,41.40%,0.00%
17/04/2025,113,Daniel,Bristol,Shipping,Lunar Labs,C012,SEO,P006,Monitor Stand,£40.00,1,£40.00,5%,£38.00,20%,£7.60,£45.60,£24.00,£24.00,£7.00,£7.00,20%,£1.40,£14.00,36.80%,£7.00,18.40%,18.40%
17/04/2025,400,Dave,Brighton,Shipping,Orion Enterprises,C015,Website,P005,Software License,£200.00,6,"£1,200.00",5%,"£1,140.00",20%,£228.00,"£1,368.00",£110.00,£660.00, £-   , £-   ,0%, £-   ,£480.00,42.10%,£480.00,42.10%,0.00%
17/04/2025,553,Daniel,Brighton,Paid,Celestial Industries,C013,Content Outreach,P008,Cable Management Tray,£20.00,1,£20.00,4%,£19.20,20%,£3.84,£23.04,£12.00,£12.00,£6.00,£6.00,20%,£1.20,£7.20,37.50%,£1.20,6.30%,31.20%
17/04/2025,684,Alexandra,Sheffield,Paid,Acme Corporation,C001,SEO,P005,Software License,£200.00,20,"£4,000.00",3%,"£3,880.00",20%,£776.00,"£4,656.00",£110.00,"£2,200.00", £-   , £-   ,0%, £-   ,"£1,680.00",43.30%,"£1,680.00",43.30%,0.00%
17/05/2025,230,Lisa,Nottingham,Shipping,Stellar Systems,C006,Content Outreach,P004,Data Storage Device,£70.00,15,"£1,050.00",3%,"£1,018.50",20%,£203.70,"£1,222.20",£30.00,£450.00,£8.00,£120.00,20%,£24.00,£568.50,55.80%,£448.50,44.00%,11.80%
17/05/2025,636,Dave,Birmingham,Paid,Mercury Industries,C023,SEO,P003,Network Switch,£130.00,1,£130.00,8%,£119.60,20%,£23.92,£143.52,£72.00,£72.00,£8.00,£8.00,20%,£1.60,£47.60,39.80%,£39.60,33.10%,6.70%
17/05/2025,668,Lisa,Sheffield,Shipping,AstroTech,C017,Referral,P004,Data Storage Device,£70.00,7,£490.00,7%,£455.70,20%,£91.14,£546.84,£30.00,£210.00,£8.00,£56.00,20%,£11.20,£245.70,53.90%,£189.70,41.60%,12.30%
17/05/2025,672,Lisa,Sheffield,Shipping,Acme Corporation,C001,Content Outreach,P004,Data Storage Device,£70.00,7,£490.00,5%,£465.50,20%,£93.10,£558.60,£30.00,£210.00,£8.00,£56.00,20%,£11.20,£255.50,54.90%,£199.50,42.90%,12.00%
17/07/2025,487,Sarah,Sheffield,Shipping,Cosmic Creations,C008,Referral,P003,Network Switch,£130.00,17,"£2,210.00",4%,"£2,121.60",20%,£424.32,"£2,545.92",£72.00,"£1,224.00",£8.00,£136.00,20%,£27.20,£897.60,42.30%,£761.60,35.90%,6.40%
17/07/2025,945,Alexandra,Manchester,Pending,AstroTech,C017,Events Outreach,P004,Data Storage Device,£70.00,13,£910.00,7%,£846.30,20%,£169.26,"£1,015.56",£30.00,£390.00,£8.00,£104.00,20%,£20.80,£456.30,53.90%,£352.30,41.60%,12.30%
17/08/2025,79,Lucas,Brighton,Paid,Celestial Industries,C013,Content Outreach,P005,Software License,£200.00,20,"£4,000.00",7%,"£3,720.00",20%,£744.00,"£4,464.00",£110.00,"£2,200.00", £-   , £-   ,0%, £-   ,"£1,520.00",40.90%,"£1,520.00",40.90%,0.00%
17/08/2025,254,Mark,Newcastle,Paid,Mercury Industries,C023,SEO,P006,Monitor Stand,£40.00,13,£520.00,8%,£478.40,20%,£95.68,£574.08,£24.00,£312.00,£7.00,£91.00,20%,£18.20,£166.40,34.80%,£75.40,15.80%,19.00%
17/08/2025,294,Daniel,Liverpool,Paid,Mercury Industries,C023,SEO,P008,Cable Management Tray,£20.00,1,£20.00,7%,£18.60,20%,£3.72,£22.32,£12.00,£12.00,£6.00,£6.00,20%,£1.20,£6.60,35.50%,£0.60,3.20%,32.30%
17/08/2025,578,Lucas,Bristol,Pending,Orion Enterprises,C015,Events Outreach,P002,Server Key,£150.00,4,£600.00,5%,£570.00,20%,£114.00,£684.00,£80.00,£320.00, £-   , £-   ,0%, £-   ,£250.00,43.90%,£250.00,43.90%,0.00%
17/08/2025,582,Lisa,Leeds,Shipping,Cosmos Creations,C020,SEO,P003,Network Switch,£130.00,2,£260.00,2%,£254.80,20%,£50.96,£305.76,£72.00,£144.00,£8.00,£16.00,20%,£3.20,£110.80,43.50%,£94.80,37.20%,6.30%
17/08/2025,879,Jack,Nottingham,Shipping,Infinity Innovations,C009,SEO,P003,Network Switch,£130.00,17,"£2,210.00",2%,"£2,165.80",20%,£433.16,"£2,598.96",£72.00,"£1,224.00",£8.00,£136.00,20%,£27.20,£941.80,43.50%,£805.80,37.20%,6.30%
17/09/2025,12,Jack,Leeds,Paid,Planetary Partners,C021,Events Outreach,P006,Monitor Stand,£40.00,10,£400.00,1%,£396.00,20%,£79.20,£475.20,£24.00,£240.00,£7.00,£70.00,20%,£14.00,£156.00,39.40%,£86.00,21.70%,17.70%
17/09/2025,228,Lisa,Bristol,Shipping,Planetary Partners,C021,Social Media Outreach,P010,Standing Desk,£530.00,10,"£5,300.00",2%,"£5,194.00",20%,"£1,038.80","£6,232.80",£360.00,"£3,600.00",£60.00,£600.00,20%,£120.00,"£1,594.00",30.70%,£994.00,19.10%,11.60%
17/09/2025,388,Sarah,Manchester,Pending,Nova Innovations,C018,Website,P009,Ergonomic Chair,£190.00,3,£570.00,8%,£524.40,20%,£104.88,£629.28,£115.00,£345.00,£45.00,£135.00,20%,£27.00,£179.40,34.20%,£44.40,8.50%,25.70%
17/11/2025,80,Alexandra,Brighton,Pending,Stellar Systems,C006,Content Outreach,P005,Software License,£200.00,17,"£3,400.00",8%,"£3,128.00",20%,£625.60,"£3,753.60",£110.00,"£1,870.00", £-   , £-   ,0%, £-   ,"£1,258.00",40.20%,"£1,258.00",40.20%,0.00%
17/11/2025,779,Dave,London,Paid,Supernova Solutions,C014,Social Media Outreach,P003,Network Switch,£130.00,5,£650.00,10%,£585.00,20%,£117.00,£702.00,£72.00,£360.00,£8.00,£40.00,20%,£8.00,£225.00,38.50%,£185.00,31.60%,6.90%
17/11/2025,940,Lucas,Leeds,Pending,Mercury Industries,C023,Referral,P001,Laptop,£220.00,19,"£4,180.00",3%,"£4,054.60",20%,£810.92,"£4,865.52",£140.00,"£2,660.00",£15.00,£285.00,20%,£57.00,"£1,394.60",34.40%,"£1,109.60",27.40%,7.00%
17/12/2025,42,Mark,Manchester,Shipping,Stellar Systems,C006,Referral,P006,Monitor Stand,£40.00,4,£160.00,2%,£156.80,20%,£31.36,£188.16,£24.00,£96.00,£7.00,£28.00,20%,£5.60,£60.80,38.80%,£32.80,20.90%,17.90%
17/12/2025,515,Dave,Manchester,Pending,Moonbeam Innovations,C005,Content Outreach,P009,Ergonomic Chair,£190.00,7,"£1,330.00",6%,"£1,250.20",20%,£250.04,"£1,500.24",£115.00,£805.00,£45.00,£315.00,20%,£63.00,£445.20,35.60%,£130.20,10.40%,25.20%
17/12/2025,609,Jack,London,Pending,Nebula Technologies,C007,Referral,P007,Keyboard Tray,£25.00,12,£300.00,5%,£285.00,20%,£57.00,£342.00,£14.00,£168.00,£7.00,£84.00,20%,£16.80,£117.00,41.10%,£33.00,11.60%,29.50%
18/02/2025,51,Daniel,Manchester,Pending,Acme Corporation,C001,Social Media Outreach,P004,Data Storage Device,£70.00,9,£630.00,5%,£598.50,20%,£119.70,£718.20,£30.00,£270.00,£8.00,£72.00,20%,£14.40,£328.50,54.90%,£256.50,42.90%,12.00%
18/02/2025,297,Daniel,Nottingham,Paid,Cosmic Creations,C008,SEO,P002,Server Key,£150.00,8,"£1,200.00",8%,"£1,104.00",20%,£220.80,"£1,324.80",£80.00,£640.00, £-   , £-   ,0%, £-   ,£464.00,42.00%,£464.00,42.00%,0.00%
18/02/2025,817,Jack,Manchester,Shipping,Acme Corporation,C001,Referral,P008,Cable Management Tray,£20.00,13,£260.00,2%,£254.80,20%,£50.96,£305.76,£12.00,£156.00,£6.00,£78.00,20%,£15.60,£98.80,38.80%,£20.80,8.20%,30.60%
18/02/2025,934,Dave,Newcastle,Shipping,Nebula Technologies,C007,Social Media Outreach,P006,Monitor Stand,£40.00,3,£120.00,10%,£108.00,20%,£21.60,£129.60,£24.00,£72.00,£7.00,£21.00,20%,£4.20,£36.00,33.30%,£15.00,13.90%,19.40%
18/03/2025,30,Alexandra,London,Paid,Saturn Solutions,C022,SEO,P006,Monitor Stand,£40.00,12,£480.00,6%,£451.20,20%,£90.24,£541.44,£24.00,£288.00,£7.00,£84.00,20%,£16.80,£163.20,36.20%,£79.20,17.60%,18.60%
18/03/2025,594,Lisa,Leeds,Pending,Orion Enterprises,C015,Content Outreach,P001,Laptop,£220.00,15,"£3,300.00",12%,"£2,904.00",20%,£580.80,"£3,484.80",£140.00,"£2,100.00",£15.00,£225.00,20%,£45.00,£804.00,27.70%,£579.00,19.90%,7.80%
18/03/2025,679,Jack,Nottingham,Pending,Nova Innovations,C018,SEO,P006,Monitor Stand,£40.00,15,£600.00,5%,£570.00,20%,£114.00,£684.00,£24.00,£360.00,£7.00,£105.00,20%,£21.00,£210.00,36.80%,£105.00,18.40%,18.40%
18/03/2025,863,Lisa,Leeds,Shipping,Aurora Enterprises,C010,SEO,P005,Software License,£200.00,2,£400.00,4%,£384.00,20%,£76.80,£460.80,£110.00,£220.00, £-   , £-   ,0%, £-   ,£164.00,42.70%,£164.00,42.70%,0.00%
18/03/2025,987,Dave,Sheffield,Shipping,Interstellar Enterprises,C019,Website,P004,Data Storage Device,£70.00,8,£560.00,4%,£537.60,20%,£107.52,£645.12,£30.00,£240.00,£8.00,£64.00,20%,£12.80,£297.60,55.40%,£233.60,43.50%,11.90%
18/04/2025,197,Dave,Newcastle,Shipping,Acme Corporation,C001,Events Outreach,P008,Cable Management Tray,£20.00,19,£380.00,2%,£372.40,20%,£74.48,£446.88,£12.00,£228.00,£6.00,£114.00,20%,£22.80,£144.40,38.80%,£30.40,8.20%,30.60%
18/04/2025,201,Dave,Liverpool,Paid,Nebula Technologies,C007,SEO,P004,Data Storage Device,£70.00,4,£280.00,7%,£260.40,20%,£52.08,£312.48,£30.00,£120.00,£8.00,£32.00,20%,£6.40,£140.40,53.90%,£108.40,41.60%,12.30%
18/04/2025,434,Lucas,Manchester,Pending,Infinity Innovations,C009,SEO,P004,Data Storage Device,£70.00,3,£210.00,7%,£195.30,20%,£39.06,£234.36,£30.00,£90.00,£8.00,£24.00,20%,£4.80,£105.30,53.90%,£81.30,41.60%,12.30%
18/05/2025,476,Lucas,Liverpool,Paid,Mars Enterprises,C025,Referral,P005,Software License,£200.00,12,"£2,400.00",2%,"£2,352.00",20%,£470.40,"£2,822.40",£110.00,"£1,320.00", £-   , £-   ,0%, £-   ,"£1,032.00",43.90%,"£1,032.00",43.90%,0.00%
18/05/2025,498,Daniel,Manchester,Pending,Moonbeam Innovations,C005,Referral,P004,Data Storage Device,£70.00,17,"£1,190.00",3%,"£1,154.30",20%,£230.86,"£1,385.16",£30.00,£510.00,£8.00,£136.00,20%,£27.20,£644.30,55.80%,£508.30,44.00%,11.80%
18/05/2025,585,Lisa,Birmingham,Shipping,Solar Solutions,C011,Referral,P004,Data Storage Device,£70.00,5,£350.00,3%,£339.50,20%,£67.90,£407.40,£30.00,£150.00,£8.00,£40.00,20%,£8.00,£189.50,55.80%,£149.50,44.00%,11.80%
18/06/2025,807,Mark,Brighton,Pending,Celestial Industries,C013,Referral,P007,Keyboard Tray,£25.00,13,£325.00,2%,£318.50,20%,£63.70,£382.20,£14.00,£182.00,£7.00,£91.00,20%,£18.20,£136.50,42.90%,£45.50,14.30%,28.60%
18/07/2025,495,Alexandra,Nottingham,Paid,Moonbeam Innovations,C005,Website,P004,Data Storage Device,£70.00,2,£140.00,6%,£131.60,20%,£26.32,£157.92,£30.00,£60.00,£8.00,£16.00,20%,£3.20,£71.60,54.40%,£55.60,42.20%,12.20%
18/07/2025,644,Jack,Birmingham,Paid,Nebula Technologies,C007,SEO,P004,Data Storage Device,£70.00,12,£840.00,2%,£823.20,20%,£164.64,£987.84,£30.00,£360.00,£8.00,£96.00,20%,£19.20,£463.20,56.30%,£367.20,44.60%,11.70%
18/07/2025,836,Dave,London,Shipping,Orion Enterprises,C015,Content Outreach,P007,Keyboard Tray,£25.00,8,£200.00,6%,£188.00,20%,£37.60,£225.60,£14.00,£112.00,£7.00,£56.00,20%,£11.20,£76.00,40.40%,£20.00,10.60%,29.80%
18/07/2025,909,Lucas,Leeds,Pending,Supernova Solutions,C014,Content Outreach,P010,Standing Desk,£530.00,16,"£8,480.00",3%,"£8,225.60",20%,"£1,645.12","£9,870.72",£360.00,"£5,760.00",£60.00,£960.00,20%,£192.00,"£2,465.60",30.00%,"£1,505.60",18.30%,11.70%
18/08/2025,186,Lisa,Sheffield,Shipping,Mercury Industries,C023,Website,P005,Software License,£200.00,11,"£2,200.00",7%,"£2,046.00",20%,£409.20,"£2,455.20",£110.00,"£1,210.00", £-   , £-   ,0%, £-   ,£836.00,40.90%,£836.00,40.90%,0.00%
18/08/2025,336,Jack,Liverpool,Shipping,Lunar Labs,C012,Events Outreach,P004,Data Storage Device,£70.00,10,£700.00,4%,£672.00,20%,£134.40,£806.40,£30.00,£300.00,£8.00,£80.00,20%,£16.00,£372.00,55.40%,£292.00,43.50%,11.90%
18/08/2025,421,Alexandra,Bristol,Shipping,Galactic Enterprises,C003,Referral,P008,Cable Management Tray,£20.00,7,£140.00,8%,£128.80,20%,£25.76,£154.56,£12.00,£84.00,£6.00,£42.00,20%,£8.40,£44.80,34.80%,£2.80,2.20%,32.60%
18/09/2025,182,Dave,Brighton,Paid,Sunrise Solutions,C004,Content Outreach,P005,Software License,£200.00,10,"£2,000.00",3%,"£1,940.00",20%,£388.00,"£2,328.00",£110.00,"£1,100.00", £-   , £-   ,0%, £-   ,£840.00,43.30%,£840.00,43.30%,0.00%
18/09/2025,441,Lucas,Newcastle,Pending,Saturn Solutions,C022,SEO,P005,Software License,£200.00,4,£800.00,10%,£720.00,20%,£144.00,£864.00,£110.00,£440.00, £-   , £-   ,0%, £-   ,£280.00,38.90%,£280.00,38.90%,0.00%
18/09/2025,671,Lisa,Manchester,Pending,Saturn Solutions,C022,Content Outreach,P004,Data Storage Device,£70.00,4,£280.00,5%,£266.00,20%,£53.20,£319.20,£30.00,£120.00,£8.00,£32.00,20%,£6.40,£146.00,54.90%,£114.00,42.90%,12.00%
18/09/2025,942,Lisa,Newcastle,Pending,Acme Corporation,C001,Content Outreach,P006,Monitor Stand,£40.00,17,£680.00,1%,£673.20,20%,£134.64,£807.84,£24.00,£408.00,£7.00,£119.00,20%,£23.80,£265.20,39.40%,£146.20,21.70%,17.70%
18/10/2025,6,Jack,Leeds,Paid,Orion Enterprises,C015,SEO,P007,Keyboard Tray,£25.00,6,£150.00,8%,£138.00,20%,£27.60,£165.60,£14.00,£84.00,£7.00,£42.00,20%,£8.40,£54.00,39.10%,£12.00,8.70%,30.40%
18/10/2025,912,Mark,Leeds,Shipping,Solar Solutions,C011,Social Media Outreach,P006,Monitor Stand,£40.00,12,£480.00,3%,£465.60,20%,£93.12,£558.72,£24.00,£288.00,£7.00,£84.00,20%,£16.80,£177.60,38.10%,£93.60,20.10%,18.00%
18/11/2025,469,Sarah,Liverpool,Pending,Solar Solutions,C011,Referral,P008,Cable Management Tray,£20.00,16,£320.00,10%,£288.00,20%,£57.60,£345.60,£12.00,£192.00,£6.00,£96.00,20%,£19.20,£96.00,33.30%, £-   ,0.00%,33.30%
18/11/2025,744,Sarah,Birmingham,Pending,Solar Solutions,C011,SEO,P009,Ergonomic Chair,£190.00,7,"£1,330.00",7%,"£1,236.90",20%,£247.38,"£1,484.28",£115.00,£805.00,£45.00,£315.00,20%,£63.00,£431.90,34.90%,£116.90,9.50%,25.40%
18/12/2025,314,Lucas,Birmingham,Paid,Sunrise Solutions,C004,Referral,P001,Laptop,£220.00,19,"£4,180.00",10%,"£3,762.00",20%,£752.40,"£4,514.40",£140.00,"£2,660.00",£15.00,£285.00,20%,£57.00,"£1,102.00",29.30%,£817.00,21.70%,7.60%
18/12/2025,545,Sarah,Manchester,Pending,AstroTech,C017,SEO,P005,Software License,£200.00,15,"£3,000.00",8%,"£2,760.00",20%,£552.00,"£3,312.00",£110.00,"£1,650.00", £-   , £-   ,0%, £-   ,"£1,110.00",40.20%,"£1,110.00",40.20%,0.00%
18/12/2025,559,Dave,Newcastle,Paid,Aurora Enterprises,C010,Content Outreach,P005,Software License,£200.00,17,"£3,400.00",2%,"£3,332.00",20%,£666.40,"£3,998.40",£110.00,"£1,870.00", £-   , £-   ,0%, £-   ,"£1,462.00",43.90%,"£1,462.00",43.90%,0.00%
18/12/2025,608,Lucas,Nottingham,Shipping,Orion Enterprises,C015,SEO,P006,Monitor Stand,£40.00,19,£760.00,6%,£714.40,20%,£142.88,£857.28,£24.00,£456.00,£7.00,£133.00,20%,£26.60,£258.40,36.20%,£125.40,17.60%,18.60%
18/12/2025,687,Alexandra,Brighton,Shipping,Supernova Solutions,C014,Content Outreach,P006,Monitor Stand,£40.00,8,£320.00,12%,£281.60,20%,£56.32,£337.92,£24.00,£192.00,£7.00,£56.00,20%,£11.20,£89.60,31.80%,£33.60,11.90%,19.90%
18/12/2025,747,Lucas,Bristol,Shipping,Aurora Enterprises,C010,Social Media Outreach,P009,Ergonomic Chair,£190.00,3,£570.00,5%,£541.50,20%,£108.30,£649.80,£115.00,£345.00,£45.00,£135.00,20%,£27.00,£196.50,36.30%,£61.50,11.40%,24.90%
18/12/2025,867,Alexandra,Sheffield,Pending,Galactic Enterprises,C003,Website,P006,Monitor Stand,£40.00,7,£280.00,6%,£263.20,20%,£52.64,£315.84,£24.00,£168.00,£7.00,£49.00,20%,£9.80,£95.20,36.20%,£46.20,17.60%,18.60%
19/01/2025,730,Lisa,Brighton,Pending,Infinity Innovations,C009,Website,P009,Ergonomic Chair,£190.00,4,£760.00,7%,£706.80,20%,£141.36,£848.16,£115.00,£460.00,£45.00,£180.00,20%,£36.00,£246.80,34.90%,£66.80,9.50%,25.40%
19/01/2025,782,Sarah,Bristol,Paid,Infinity Innovations,C009,SEO,P001,Laptop,£220.00,2,£440.00,10%,£396.00,20%,£79.20,£475.20,£140.00,£280.00,£15.00,£30.00,20%,£6.00,£116.00,29.30%,£86.00,21.70%,7.60%
19/01/2025,960,Lucas,Newcastle,Shipping,Planetary Partners,C021,Referral,P004,Data Storage Device,£70.00,14,£980.00,6%,£921.20,20%,£184.24,"£1,105.44",£30.00,£420.00,£8.00,£112.00,20%,£22.40,£501.20,54.40%,£389.20,42.20%,12.20%
19/02/2025,29,Jack,Liverpool,Pending,Mercury Industries,C023,Referral,P006,Monitor Stand,£40.00,7,£280.00,6%,£263.20,20%,£52.64,£315.84,£24.00,£168.00,£7.00,£49.00,20%,£9.80,£95.20,36.20%,£46.20,17.60%,18.60%
19/02/2025,112,Dave,Newcastle,Paid,Stellar Systems,C006,Social Media Outreach,P003,Network Switch,£130.00,6,£780.00,6%,£733.20,20%,£146.64,£879.84,£72.00,£432.00,£8.00,£48.00,20%,£9.60,£301.20,41.10%,£253.20,34.50%,6.60%
19/02/2025,800,Dave,Liverpool,Shipping,Nebula Technologies,C007,SEO,P006,Monitor Stand,£40.00,17,£680.00,10%,£612.00,20%,£122.40,£734.40,£24.00,£408.00,£7.00,£119.00,20%,£23.80,£204.00,33.30%,£85.00,13.90%,19.40%
19/02/2025,914,Alexandra,Nottingham,Shipping,Acme Corporation,C001,Content Outreach,P010,Standing Desk,£530.00,9,"£4,770.00",7%,"£4,436.10",20%,£887.22,"£5,323.32",£360.00,"£3,240.00",£60.00,£540.00,20%,£108.00,"£1,196.10",27.00%,£656.10,14.80%,12.20%
19/03/2025,62,Dave,Liverpool,Pending,Aurora Enterprises,C010,SEO,P006,Monitor Stand,£40.00,13,£520.00,7%,£483.60,20%,£96.72,£580.32,£24.00,£312.00,£7.00,£91.00,20%,£18.20,£171.60,35.50%,£80.60,16.70%,18.80%
19/03/2025,738,Jack,Leeds,Pending,Sunrise Solutions,C004,Events Outreach,P007,Keyboard Tray,£25.00,2,£50.00,10%,£45.00,20%,£9.00,£54.00,£14.00,£28.00,£7.00,£14.00,20%,£2.80,£17.00,37.80%,£3.00,6.70%,31.10%
19/05/2025,274,Daniel,Newcastle,Pending,Nova Innovations,C018,Referral,P009,Ergonomic Chair,£190.00,8,"£1,520.00",4%,"£1,459.20",20%,£291.84,"£1,751.04",£115.00,£920.00,£45.00,£360.00,20%,£72.00,£539.20,37.00%,£179.20,12.30%,24.70%
19/05/2025,512,Lucas,Birmingham,Paid,AstroTech,C017,SEO,P010,Standing Desk,£530.00,20,"£10,600.00",8%,"£9,752.00",20%,"£1,950.40","£11,702.40",£360.00,"£7,200.00",£60.00,"£1,200.00",20%,£240.00,"£2,552.00",26.20%,"£1,352.00",13.90%,12.30%
19/06/2025,277,Lisa,Liverpool,Shipping,Aurora Enterprises,C010,Referral,P006,Monitor Stand,£40.00,18,£720.00,6%,£676.80,20%,£135.36,£812.16,£24.00,£432.00,£7.00,£126.00,20%,£25.20,£244.80,36.20%,£118.80,17.60%,18.60%
19/06/2025,691,Lisa,Bristol,Shipping,Cosmic Creations,C008,Referral,P006,Monitor Stand,£40.00,13,£520.00,3%,£504.40,20%,£100.88,£605.28,£24.00,£312.00,£7.00,£91.00,20%,£18.20,£192.40,38.10%,£101.40,20.10%,18.00%
19/06/2025,717,Lisa,Manchester,Pending,Supernova Solutions,C014,Content Outreach,P007,Keyboard Tray,£25.00,12,£300.00,10%,£270.00,20%,£54.00,£324.00,£14.00,£168.00,£7.00,£84.00,20%,£16.80,£102.00,37.80%,£18.00,6.70%,31.10%
